,train,val,test
0,normal_145,normal_152,test_127
1,normal_083,normal_131,normal_075
2,normal_110,normal_018,normal_076
3,normal_133,normal_091,normal_040
4,normal_093,normal_085,test_067
5,normal_114,test_044,normal_067
6,normal_013,normal_106,normal_048
7,normal_017,normal_081,normal_121
8,normal_046,normal_071,normal_057
9,normal_020,normal_052,normal_021
10,normal_098,test_119,normal_058
11,normal_092,test_054,test_023
12,normal_111,normal_095,normal_044
13,normal_137,normal_078,normal_101
14,normal_006,normal_060,normal_129
15,normal_147,normal_103,test_047
16,normal_007,normal_066,normal_112
17,normal_096,normal_154,test_076
18,normal_156,normal_122,normal_064
19,normal_072,test_015,normal_087
20,normal_105,normal_012,test_012
21,normal_097,normal_014,normal_155
22,normal_028,normal_035,test_037
23,normal_009,normal_039,tumor_065
24,normal_041,tumor_081,tumor_071
25,normal_002,tumor_050,tumor_020
26,normal_055,tumor_063,tumor_096
27,normal_061,tumor_089,tumor_104
28,normal_073,tumor_085,tumor_048
29,normal_135,tumor_077,tumor_055
30,normal_142,tumor_052,tumor_057
31,normal_090,test_038,test_040
32,normal_023,test_013,test_041
33,normal_053,test_014,tumor_094
34,normal_148,tumor_024,test_073
35,normal_059,test_064,tumor_009
36,normal_027,test_001,test_052
37,normal_109,tumor_047,tumor_005
38,normal_157,tumor_083,test_116
39,normal_056,test_066,
40,normal_088,,
41,normal_100,,
42,normal_045,,
43,normal_125,,
44,normal_077,,
45,normal_010,,
46,normal_113,,
47,test_003,,
48,normal_123,,
49,test_005,,
50,test_006,,
51,test_007,,
52,test_017,,
53,normal_029,,
54,test_018,,
55,test_019,,
56,test_020,,
57,test_022,,
58,test_024,,
59,test_025,,
60,normal_124,,
61,test_028,,
62,test_031,,
63,test_032,,
64,test_034,,
65,test_035,,
66,test_036,,
67,normal_065,,
68,test_039,,
69,test_042,,
70,test_043,,
71,test_045,,
72,normal_150,,
73,test_050,,
74,test_053,,
75,test_055,,
76,test_056,,
77,test_057,,
78,test_058,,
79,test_059,,
80,test_060,,
81,normal_063,,
82,normal_080,,
83,test_062,,
84,test_063,,
85,test_072,,
86,normal_115,,
87,test_077,,
88,test_078,,
89,test_080,,
90,test_083,,
91,normal_026,,
92,test_085,,
93,test_086,,
94,test_087,,
95,test_088,,
96,test_089,,
97,test_091,,
98,normal_038,,
99,test_095,,
100,test_096,,
101,test_098,,
102,test_100,,
103,test_101,,
104,test_106,,
105,normal_136,,
106,test_107,,
107,test_109,,
108,test_112,,
109,test_115,,
110,normal_030,,
111,test_118,,
112,test_120,,
113,test_123,,
114,test_124,,
115,test_125,,
116,test_126,,
117,test_128,,
118,normal_119,,
119,test_129,,
120,test_130,,
121,normal_016,,
122,normal_151,,
123,normal_025,,
124,normal_134,,
125,normal_047,,
126,normal_089,,
127,normal_074,,
128,normal_130,,
129,normal_141,,
130,normal_159,,
131,normal_127,,
132,normal_128,,
133,normal_001,,
134,normal_050,,
135,normal_117,,
136,normal_160,,
137,normal_032,,
138,normal_031,,
139,normal_043,,
140,normal_149,,
141,normal_079,,
142,normal_108,,
143,normal_099,,
144,normal_082,,
145,normal_069,,
146,normal_036,,
147,normal_126,,
148,normal_068,,
149,normal_153,,
150,normal_049,,
151,normal_015,,
152,normal_132,,
153,normal_120,,
154,normal_033,,
155,normal_005,,
156,normal_084,,
157,normal_024,,
158,normal_146,,
159,normal_004,,
160,normal_019,,
161,normal_158,,
162,normal_138,,
163,normal_143,,
164,normal_034,,
165,normal_118,,
166,normal_070,,
167,normal_139,,
168,normal_140,,
169,normal_116,,
170,normal_042,,
171,normal_107,,
172,normal_094,,
173,normal_051,,
174,normal_037,,
175,normal_104,,
176,normal_102,,
177,normal_008,,
178,normal_022,,
179,normal_054,,
180,normal_062,,
181,normal_003,,
182,tumor_110,,
183,tumor_103,,
184,tumor_025,,
185,tumor_007,,
186,tumor_066,,
187,tumor_030,,
188,tumor_076,,
189,tumor_079,,
190,tumor_041,,
191,tumor_058,,
192,tumor_017,,
193,tumor_097,,
194,tumor_034,,
195,tumor_002,,
196,tumor_109,,
197,tumor_064,,
198,tumor_051,,
199,tumor_101,,
200,tumor_026,,
201,tumor_045,,
202,tumor_042,,
203,tumor_059,,
204,tumor_087,,
205,tumor_039,,
206,tumor_082,,
207,tumor_013,,
208,tumor_092,,
209,tumor_032,,
